8
齋	재계할 재
錚	쇳소리 쟁
咀	씹을 저
狙	원숭이/엿볼 저
猪	돼지 저
箸	젓가락 저
詛	저주할 저
躇	머뭇거릴 저
邸	집 저
觝	씨름 저
嫡	정실 적
狄	오랑캐 적
謫	귀양갈 적
迹	자취 적
剪	가위 전
塡	메울 전
奠	정할/제사 전
廛	가게 전
悛	고칠 전
栓	마게 전
氈	모전 전
澱	앙금 전
煎	달일 전
癲	미칠 전
箋	기록할 전
箭	화살 전
篆	전자 전
纏	얽을 전
輾	돌 전
銓	저울질할 전
顚	엎드릴/이마 전
顫	떨릴 전
餞	보낼 전
截	끊을 절
粘	붙을 점
霑	젖을 점
幀	그림족자 정
挺	빼어날 정
町	밭두둑 정
睛	눈동자 정
碇	닻 정
穽	함정 정
酊	술취할 정
釘	못 정
錠	덩이 정
靖	편안할 정
啼	울 제
悌	공손할 제
梯	사다리 제
蹄	굽 제
凋	시들 조
嘲	비웃을 조
曹	무리 조
棗	대추 조
槽	통 조
漕	배로실어나를 조
爪	손톱 조
眺	볼 조
稠	빽빽할 조
粗	거칠 조
糟	지게미 조
繰	고치켤 소
肇	시작할 조
藻	마름 조
詔	조서 조
躁	조급할 조
遭	만날 조
阻	막힐 조
簇	가는대 족
猝	갑자기 졸
慫	권할 종
腫	종기 종
踪	자취 종
踵	발꿈치 종
挫	꺽을 좌
做	지을 주
胄	자손 주
呪	빌 주
嗾	부추길 주
廚	부엌 주
紂	주임금 주
紬	명주 주
註	글뜻풀 주
誅	벨 주
躊	머뭇거릴 주
輳	몰려들 주
樽	술통 준
蠢	꾸물거릴 준
櫛	빗 즐
汁	즙 즙
葺	기울 즙
咫	여덟치 지
摯	잡을 지
枳	탱자 지
祉	복 지
肢	팔다리 지
嗔	성낼 진
疹	마마 진
叱	꾸짖을 질
嫉	미워할 질
帙	책갑 질
桎	차꼬 질
膣	음도 질
跌	거꾸러질 질
迭	갈마들 질
斟	짐작할 짐
朕	나 짐
澄	맑을 징
叉	갈래 차
嗟	탄식할 차
蹉	미끄러질 차
搾	짤 착
窄	좁을 착
鑿	뚫을 착
撰	지을 찬
簒	빼앗을 찬
纂	모을 찬
饌	반찬 찬
擦	문지를 찰
僭	참람할 참
塹	구덩이 참
懺	뉘우칠 참
站	역마을 참
讒	참소할 참
讖	예언 참
倡	광대 창
娼	창녀 창
廠	공장 창
愴	슬플 창
槍	창 창
漲	넘칠 창
猖	미쳐날뛸 창
瘡	부스럼 창
脹	부을 창
艙	부두 창
菖	창포 창
寨	목책 책
柵	울타리 책
凄	쓸쓸할 처
擲	던질 척
滌	씻을 척
瘠	여윌 척
脊	등마루 척
喘	숨찰 천
擅	멋대로할 천
穿	뚫을 천
闡	밝힐 천
凸	볼록할 철
綴	엮을 철
轍	바퀴자국 철
僉	다/여러 첨
籤	제비 첨
諂	아첨할 첨
帖	문서 첩
捷	빠를 첩
牒	편지 첩
疊	거듭 첩
貼	붙일 첩
涕	눈물 체
諦	살필 체
憔	파리할 초
梢	나무끝 초
樵	뗄나무 초
炒	볶을 초
硝	화약 초
礁	암초 초
稍	점점 초
蕉	파초 초
貂	담비 초
醋	초 초/잔돌릴 작
囑	부탁할 촉
忖	헤아릴 촌
叢	모일 총
塚	무덤 총
寵	사랑할 총
撮	모을/사진찍을 촬
墜	떨어질 추
椎	쇠뭉치/등골 추
樞	지도리 추
芻	꼴 추
酋	우두머리 추
錐	송곳 추
錘	저울추 추
鎚	쇠망치 추
鰍	미꾸라지 추
黜	내칠 출
悴	파리할 췌
膵	췌장 췌
萃	모을 췌
贅	혹 췌
娶	장가들 취
翠	푸를 취
翠	물총새 취
脆	연할 취
惻	슬퍼할 측
侈	사치할 치
嗤	비웃을 치
幟	기 치
熾	성할 치
痔	치질 치
痴	어리석을 치
緻	빽빽할 치
馳	달릴 치
勅	칙서 칙
砧	다듬잇돌 침
鍼	침 침
蟄	숨을 칩
秤	지울 칭
唾	침 타
惰	게으를 타
楕	길고둥글 타
舵	키 타
陀	비탈질/부처 타
駝	낙타 타
擢	뽑을 탁
鐸	방울 탁
呑	삼킬 탄
坦	평평할 탄
憚	꺼릴 탄
綻	터질 탄
眈	노려볼 탐
搭	탈 탑
宕	호방할 탕
蕩	방탕할 탕
汰	일 태
笞	볼기칠 태
苔	이끼 태
跆	밟을 태
撑	버틸 탱
攄	펼 터
慟	원통할 통
桶	통 통
筒	대통 통
堆	쌓을 퇴
槌	칠 퇴/망치 추
腿	넓적다리 퇴
褪	바랠 퇴
頹	무너질 퇴
套	씌울 투
妬	샘낼 투
慝	사특할 특
婆	할미/사바 파
巴	꼬리 파
爬	끍을 파
琶	비파 파
芭	파초 파
跛	절름발이 파
跛	비스듬이설 피
辦	힘쓸 판
佩	찰 패
唄	염불소리 패
悖	거스를 패
沛	비 쏟아질 패
牌	패 패
稗	피 패
澎	물소리 팽
膨	불을 팽
愎	강퍅할 퍅
鞭	채찍 편
騙	속일 편
貶	낮출 폄
萍	부평초 평
斃	죽을 폐
陛	대궐섬돌 폐
匍	길 포
咆	고함지를 포
哺	먹일 포
圃	채마밭 포
泡	거품 포
疱	물집 포
脯	포 포
蒲	부들 포
袍	도포 포
褒	기릴 포
逋	도망갈 포
庖	부엌 포
曝	쪼일 폭/포
瀑	폭포 폭/소나기 포
剽	겁박할 표
慓	급할 표
豹	표범 표
飄	나부낄 표
稟	여쭐 품
諷	풍자할 풍
披	헤칠 피
疋	필 필
乏	모자를 핍
逼	핍박할 핍
瑕	허물 하
蝦	두꺼비 하
蝦	새우 하
遐	멀 하
霞	노을 하
壑	구렁 학
謔	희롱할 학
瘧	학질 학
悍	사나울 한
澣	빨래할 한
澣	열흘 한
罕	드물 한
轄	다스릴 할
喊	고함칠 함
檻	난간 함
檻	우리 함
函	함 함
涵	젖을 함
緘	봉할 함
銜	재갈 함
鹹	짤 함
盒	합 합
蛤	조개 합
缸	항아리 항
肛	항문 항
偕	함께 해
咳	기침 해
懈	게으를 해
楷	본보기 해
諧	화할 해
邂	우연히만날 해
駭	놀랄 해
骸	뼈 해
劾	꾸짖을 혁
嚮	길잡을 향
饗	잔치할 향
噓	불 허
墟	터 허
歇	쉴 헐
眩	어지러울 현
絢	무늬 현
衒	자랑할 현
俠	의기로울 협
挾	낄 협
狹	좁을 협
頰	뺨 협
荊	가시 형
彗	비/살별 혜
醯	식혜 혜
弧	활 호
狐	여우 호
琥	호박 호
瑚	산호 호
糊	풀칠할 호
渾	흐릴 혼
惚	황홀할 홀
笏	홀 홀
哄	떠들석할 홍
虹	무지개 홍
訌	어지러울 홍
喚	부를 환
宦	벼슬/내시 환
驩	기뻐할 환
鰥	홀아비 환
猾	교활할 활
闊	넓을 활
凰	봉황 황
徨	헤맬 황
恍	황홀할 황
惶	두려울 황
慌	어리둥절할 황
煌	빛날 황
遑	급할 황
徊	머뭇거릴 회
恢	넓을 회
晦	그믐 회
繪	그림 회
膾	회 회
蛔	회충 회
誨	가르칠 회
賄	뇌물/재물 회
哮	성낼 효
嚆	울릴 효
爻	사귈/가로그을 효
酵	삭힐 효
吼	울부짖을 후
嗅	맡을 후
朽	썩을 후
逅	만날 후
暈	무리 훈
喧	지껄일 훤
卉	풀 훼
喙	부리 훼
彙	무리 휘
諱	삼갈/꺼릴 휘
麾	기 휘
恤	불쌍할 휼
兇	흉악할 흉
洶	용솟음칠 흉
欣	기쁠 흔
痕	흔적 흔
欠	하품 흠
歆	흠향할 흠
恰	흡사할 흡
洽	젖을 흡
犧	희생 희
詰	꾸짖을 힐
